kpn,STD_CHGR,MATNG_PRTS_PARTCPTN_AT,BRDR_TRB,BRDR_THWD,STD_CRWG,BRDR_LN_Y_AR,BRDR_MRSC,SLE_AT_NM,STD_BDLN,SLE_AT,BRDR_CRWG,BRDR_12_MTAG_WGHT,STD_LN_Y_AR,BRDR_WTHG,BRDR_BCKF_THCN,STD_MRSC,BRBL_SPCHCKN_CODE_NM,STD_CHWD,PPLT_REGIST_NO,PPLT_IDNTFC_NO,STD_12_MTAG_WGHT,STD_BCKF_THCN,BRDR_ISWD,BRDR_DPCH,STD_WTHG,BRBL_NO,BIRTH_DATETM,STD_ISWD,STD_TRB,MATNG_PRTS_PARTCPTN_AT_NM,BRDR_HPWD,STD_HHC,BRDR_BDLN,STD_THWD,BRDR_CHGR,BRBL_SPCHCKN_CODE,BRDR_HHC,BRDR_CHWD,STD_DPCH,STD_HPWD,SCDR_REGIST_NO,SCDR_PPLT_IDNTFC_NO,NRPL_PPLT_IDNTFC_NO,NRPL_REGIST_NO,SCDR_KPN,BEING_AT_NM,BEING_AT
KPN1244,0,N,-0.0686,0.7215,1.7979,7.8487,1.404,미판매,0,N,46.4609,30.4683,1.3193,1.1685,0.8772,1.5662,후보,0,227407480,002089922506,1.1716,0.4982,-0.0733,0.8149,0,KPN1244,20140811,0,0,미참여,0.263,0,0.3264,0,2.3389,HA5702,1.5827,0.6465,0,0,223521675,001223521675,001226146138,226146138,KPN802,,
KPN1245,0,N,0.3281,-0.7634,-0.1416,3.0703,0.1012,미판매,0,N,4.3274,12.118,0.3425,-1.137,-0.8747,0.2066,보증,0,227473269,002091602495,0.0885,-0.5209,-0.4699,0.0187,0,KPN1245,20140825,0,0,미참여,0.2246,0,-0.782,0,-1.4066,HA5701,-0.637,-0.6438,0,0,223521675,001223521675,001226054019,226054019,KPN802,,
KPN1246,0,N,0.7936,0.4546,-0.1054,3.3679,0.7444,미판매,0,N,5.1152,12.3312,0.4033,0.6174,-0.7237,0.8779,후보,0,227473255,002091602253,0.1011,-0.433,0.2667,-0.6898,0,KPN1246,20140907,0,0,미참여,1.8178,0,-1.3467,0,-0.7688,HA5702,1.2863,0.1394,0,0,225300571,001225300571,001223450628,223450628,KPN1008,,
KPN1247,0,N,1.1072,1.8528,2.2161,8.1548,0.5781,미판매,0,N,55.5461,42.2332,1.3819,1.9491,-0.1545,0.7043,후보,0,227565261,002093591851,1.866,-0.1019,0.9353,0.5883,0,KPN1247,20140824,0,0,미참여,1.1848,0,2.6515,0,1.8014,HA5702,2.1688,0.1698,0,0,224194063,001224194063,001225085866,225085866,KPN872,,
KPN1248,0,N,0.3989,0.0234,0.4225,2.9789,-0.2176,미판매,0,N,16.5826,18.3069,0.3238,1.158,0.1944,-0.1262,보증,0,227362900,002091407401,0.4538,0.101,-0.2425,-0.6546,0,KPN1248,20140826,0,0,미참여,-0.8682,0,-0.6219,0,-1.4647,HA5701,1.4313,0.7392,0,0,224334755,001224334755,001225122555,225122555,KPN901,,
KPN1249,0,N,1.1108,1.417,1.9316,7.666,-0.0924,미판매,0,N,49.3654,47.3287,1.282,2.4411,-1.3982,0.0045,보증,0,227329956,002306853763,2.1667,-0.8253,0.8597,0.9437,0,KPN1249,20140826,0,0,미참여,0.7205,0,3.1427,0,1.6533,HA5701,2.8717,-0.5091,0,0,224194063,001224194063,001224919835,224919835,KPN872,,
KPN1250,0,N,0.1652,1.4683,0.9895,-0.5786,-0.9296,미판매,0,N,28.9001,38.1959,-0.4034,1.781,-0.3184,-0.8693,후보,0,227367889,002309371790,1.6277,-0.1973,0.6502,-0.2042,0,KPN1250,20140909,0,0,미참여,1.6465,0,2.1751,0,2.1174,HA5702,1.83,0.6003,0,0,225219852,001225219852,001225599202,225599202,KPN1017,,
KPN1251,0,N,-0.4494,0.653,0.6009,-2.6095,-1.2598,미판매,0,N,20.4576,28.089,-0.8186,-0.4149,-0.6976,-1.2139,후보,0,227337715,002093166116,1.0312,-0.4179,0.3214,-0.204,0,KPN1251,20140816,0,0,미참여,-0.1011,0,-0.9771,0,0.5957,HA5702,-0.3261,0.5757,0,0,223857326,001223857326,001224593918,224593918,KPN866,,
KPN1252,0,N,1.1412,1.0602,1.5838,9.1974,1.7437,미판매,0,N,41.8108,26.2362,1.595,0.8067,1.0256,1.9208,후보,0,227436622,002093831732,0.9218,0.5844,0.3054,0.8945,0,KPN1252,20140815,0,0,미참여,3.5393,0,0.9529,0,5.2703,HA5702,0.4641,1.252,0,0,223521675,001223521675,001225613363,225613363,KPN802,,
KPN1253,0,N,-0.8058,0.5504,-0.5007,-1.392,-0.7479,미판매,0,N,-3.4737,18.0636,-0.5697,-2.4396,-2.8328,-0.6796,후보,0,227508805,002092863216,0.4395,-1.6597,-0.8614,-0.9839,0,KPN1253,20141001,0,0,미참여,1.1984,0,-2.189,0,-1.4752,HA5702,-1.9074,-0.5224,0,0,225219852,001225219852,001225153904,225153904,KPN1017,,
KPN1254,0,Y,-0.0988,1.0829,1.1973,9.8639,1.621,판매,0,Y,33.4128,19.5235,1.7313,1.7882,-0.6056,1.7927,보증,0,227577022,002094429550,0.5256,-0.3643,0.3432,-0.211,0,KPN1254,20140831,0,0,참여,1.3345,0,0.0171,0,0.8352,HA5701,1.3013,-0.2013,0,0,223349992,001223349992,001225166678,225166678,KPN789,,
KPN1255,0,N,0.5353,1.3335,2.0516,4.521,-0.3669,미판매,0,N,51.9725,48.1096,0.6391,3.0545,1.3036,-0.282,후보,0,227393079,002093023002,2.2128,0.7461,0.276,0.8089,0,KPN1255,20140919,0,0,미참여,1.6338,0,3.2693,0,4.1853,HA5702,2.7409,0.9005,0,0,225576682,001225576682,001224097454,224097454,KPN993,,
KPN1256,0,N,0.4443,0.4073,1.3688,0.1212,0.2808,미판매,0,N,37.139,22.0274,-0.2604,-0.7607,-0.0832,0.394,후보,0,227908175,002093162196,0.6734,-0.0605,0.0288,0.2417,0,KPN1256,20150209,0,0,미참여,2.1457,0,-1.0961,0,2.4613,HA5702,-0.9326,1.0564,0,0,223857326,001223857326,001226750431,226750431,KPN866,,
KPN1257,0,N,0.0584,1.1762,1.6696,5.4463,-0.2235,미판매,0,N,43.6732,37.1792,0.8282,0.2221,0.2991,-0.1323,후보,0,227908170,002096147308,1.5677,0.1619,0.7191,0.1347,0,KPN1257,20150218,0,0,미참여,2.1935,0,0.2491,0,2.1671,HA5702,1.0829,0.1316,0,0,223857326,001223857326,001223641403,223641403,KPN866,,
KPN1258,0,N,0.8419,1.2003,2.1931,18.1777,0.7656,미판매,0,N,55.0452,45.7331,3.4309,2.2546,-2.1087,0.8999,후보,0,227908350,002096147927,2.0726,-1.2386,1.5303,0.0336,0,KPN1258,20150224,0,0,미참여,3.115,0,3.1683,0,3.1158,HA5702,3.1236,0.9398,0,0,224711677,001224711677,001223198082,223198082,KPN949,,
KPN1259,0,N,-0.539,0.1216,0.2873,4.0435,0.9905,미판매,0,N,13.6454,24.2175,0.5414,-2.0699,-0.6852,1.1346,후보,0,227695544,002094008472,0.8027,-0.4106,-0.1162,0.1979,0,KPN1259,20150316,0,0,미참여,1.6246,0,-0.7289,0,0.1292,HA5702,-2.1153,1.2541,0,0,225595816,001225595816,001226409709,226409709,KPN1051,,
KPN1260,0,N,1.4852,1.5192,1.8131,-4.2765,-0.3871,미판매,0,N,46.7913,31.8385,-1.1594,-1.7574,8.7459,-0.3031,후보,0,227601812,002310814541,1.2525,5.0748,0.7091,0.3415,0,KPN1260,20150216,0,0,미참여,1.7172,0,1.5765,0,5.1,HA5702,-2.2405,1.2528,0,0,225592891,001225592891,001225234426,225234426,KPN1049,,
KPN1261,0,Y,0.3497,0.5008,1.0367,11.2619,1.3261,판매,0,Y,29.9244,35.645,2.0171,2.247,0.4965,1.4849,보증,0,227695226,002310815448,1.4771,0.2767,0.7414,0.4959,0,KPN1261,20150224,0,0,참여,1.8841,0,0.5632,0,1.6916,HA5701,2.9586,0.9689,0,0,224322775,001224322775,001224730435,224730435,KPN905,,
KPN1262,0,N,0.3091,0.9288,0.5345,-1.1309,-0.4913,미판매,0,N,19.0142,11.804,-0.5163,-1.9247,5.2312,-0.4119,후보,0,227695252,002311314028,0.07,3.0306,-0.1363,0.1059,0,KPN1262,20150319,0,0,미참여,2.0947,0,-0.0351,0,1.3189,HA5702,-2.6133,0.7043,0,0,225592891,001225592891,001225536826,225536826,KPN1049,,
KPN1263,0,N,1.6261,1.747,3.2759,11.3737,0.8578,미판매,0,N,78.568,89.0117,2.0399,4.6657,-2.6402,0.9961,보증,0,227601824,002310815114,4.6269,-1.5477,0.3046,1.7962,0,KPN1263,20150222,0,0,미참여,3.7813,0,5.7633,0,5.2965,HA5701,5.7985,0.972,0,0,224671573,001224671573,001225536824,225536824,KPN919,,
KPN1264,0,Y,1.5315,0.7956,0.8195,0.3412,0.4989,판매,0,Y,25.206,26.3683,-0.2154,2.5451,-0.3792,0.6216,보증,0,227601821,002310815075,0.9296,-0.2326,0.582,0.719,0,KPN1264,20150219,0,0,참여,1.48,0,1.4248,0,3.4888,HA5701,2.628,1.1746,0,0,223790315,001223790315,001225291045,225291045,KPN829,,
KPN1265,0,N,0.7509,0.1127,1.8277,11.1201,1.2745,미판매,0,N,47.1087,41.3915,1.9881,1.8726,-0.3574,1.4311,후보,0,227730359,002311074959,1.8163,-0.2199,-0.1106,1.2963,0,KPN1265,20150222,0,0,미참여,-0.9655,0,2.4926,0,2.6913,HA5702,2.2417,0.2184,0,0,225731476,001225731476,001226555705,226555705,KPN1035,,
KPN1266,0,Y,-0.5758,1.1466,0.7213,10.4248,0.7708,판매,0,Y,23.0726,23.8036,1.846,-1.3835,-0.2249,0.9054,보증,0,227647523,002097209340,0.7782,-0.1429,0.3438,1.0744,0,KPN1266,20150314,0,0,참여,0.9549,0,-0.3605,0,3.6918,HA5701,-1.1484,0.6843,0,0,224047710,001224047710,001225787617,225787617,KPN887,,
KPN1267,0,N,1.1267,0.81,2.1357,3.0804,0.1012,미판매,0,N,53.799,55.1951,0.3446,3.0267,-3.1426,0.2066,후보,0,227646874,002097206335,2.631,-1.84,1.0845,-0.4206,0,KPN1267,20150228,0,0,미참여,-0.1439,0,4.199,0,-1.6936,HA5702,2.8271,-1.2714,0,0,224194063,001224194063,001225787462,225787462,KPN872,,
KPN1268,0,N,-0.4348,-0.7207,1.0205,5.8544,0.3724,미판매,0,N,29.5737,26.8098,0.9116,-0.9184,0.0831,0.4895,후보,0,227627337,002096914140,0.9557,0.0363,-0.3734,-0.2276,0,KPN1268,20150320,0,0,미참여,1.168,0,1.7972,0,-1.4454,HA5702,-0.0008,-0.3523,0,0,224671573,001224671573,001225922241,225922241,KPN919,,
KPN1269,0,N,-0.0621,1.2485,1.0388,4.2342,-0.1069,미판매,0,N,29.9712,31.3096,0.5804,-1.5237,-2.1296,-0.0106,후보,0,227597415,002310969006,1.2213,-1.2508,-0.0905,-0.7253,0,KPN1269,20150227,0,0,미참여,0.4248,0,1.3761,0,-2.0258,HA5702,-1.3582,-0.4809,0,0,224194063,001224194063,001225364466,225364466,KPN872,,
KPN1270,0,Y,-0.3309,-0.0616,0.8049,6.6087,0.5437,판매,0,Y,24.8886,20.2076,1.0658,-2.3032,2.6641,0.6683,보증,0,227597409,002310968853,0.566,1.5374,-0.8907,0.4776,0,KPN1270,20150224,0,0,참여,1.7357,0,-0.8684,0,0.7289,HA5701,-2.6262,0.0395,0,0,225592891,001225592891,001226519672,226519672,KPN1049,,
KPN1271,0,N,1.0247,0.9576,1.074,-0.0349,-0.5687,미판매,0,N,30.7341,28.6143,-0.2923,-0.2574,3.4995,-0.4926,후보,0,227678085,002096057829,1.0622,2.0234,-0.4047,0.6514,0,KPN1271,20150303,0,0,미참여,0.7859,0,-1.2256,0,2.5282,HA5702,-0.6598,0.43,0,0,225592891,001225592891,001226519681,226519681,KPN1049,,
KPN1272,0,Y,1.469,1.4401,1.8296,7.5888,0.3816,판매,0,Y,47.1496,54.2396,1.2662,2.9816,0.8075,0.4992,보증,0,227851636,002095817144,2.5746,0.4576,0.5767,0.4657,0,KPN1272,20150306,0,0,참여,1.1442,0,4.7043,0,0.5006,HA5701,2.267,0.7765,0,0,225731476,001225731476,001225060889,225060889,KPN1035,,
KPN1273,0,N,0.2486,1.1014,1.1674,7.7254,1.2646,미판매,0,N,32.7649,15.8639,1.2941,2.0553,-1.7163,1.4207,보증,0,227580339,002310526569,0.3096,-1.0104,0.186,0.3878,0,KPN1273,20150215,0,0,미참여,0.4655,0,-0.8289,0,4.405,HA5701,1.4399,1.9508,0,0,224047710,001224047710,001226085755,226085755,KPN887,,
KPN1274,0,Y,1.0029,1.152,2.0493,8.6787,1.6582,판매,0,Y,51.922,56.0247,1.489,3.8298,-1.3098,1.8315,보증,0,227700551,002310913796,2.68,-0.7739,0.983,0.952,0,KPN1274,20150303,0,0,참여,1.5306,0,3.4448,0,1.6268,HA5701,3.6635,0.2039,0,0,225731476,001225731476,001224818098,224818098,KPN1035,,
KPN1275,0,N,0.7867,1.8419,2.4462,7.8255,-0.1539,미판매,0,N,60.5442,56.7681,1.3146,0.9888,-0.7071,-0.0597,후보,0,227700290,002095960381,2.7239,-0.4233,0.7561,-0.6573,0,KPN1275,20150328,0,0,미참여,0.7099,0,1.8041,0,-0.3478,HA5702,1.7821,-1.0327,0,0,224194063,001224194063,001225927319,225927319,KPN872,,
KPN1276,0,Y,-0.2392,-0.356,1.0782,3.631,0.5849,판매,0,Y,30.8264,21.4924,0.4571,-2.6529,1.6013,0.7114,보증,0,227605138,002096270737,0.6418,0.9193,-0.9368,-0.3189,0,KPN1276,20150304,0,0,참여,-0.2853,0,-0.3693,0,-0.5011,HA5701,-2.7775,-0.1177,0,0,225592891,001225592891,001225321697,225321697,KPN1049,,
KPN1277,0,N,-0.2581,0.8429,1.2825,7.1342,0.0522,미판매,0,N,35.2656,37.1107,1.1733,-1.0642,-1.2967,0.1554,후보,0,227814194,002311316478,1.5636,-0.7663,-0.0466,-0.2682,0,KPN1277,20150403,0,0,미참여,-0.0416,0,-0.1868,0,3.6703,HA5702,-0.8301,1.2729,0,0,224047710,001224047710,001225291685,225291685,KPN887,,
KPN1278,0,Y,0.2741,0.5179,0.6502,6.5504,1.6591,판매,0,Y,21.5296,26.764,1.0539,-0.966,2.9675,1.8325,보증,0,227881247,002310463658,0.953,1.7139,0.0837,-0.1011,0,KPN1278,20150225,0,0,참여,-1.2856,0,2.4722,0,-1.142,HA5701,-0.5007,-0.5456,0,0,225731476,001225731476,001226584245,226584245,KPN1035,,
KPN1279,0,Y,0.2344,0.2894,1.6115,3.1771,0.5213,판매,0,Y,42.412,45.0085,0.3643,1.5377,0.9855,0.645,보증,0,227881261,002310463795,2.0298,0.5611,0.5526,0.437,0,KPN1279,20150313,0,0,참여,0.9184,0,3.6961,0,-0.2989,HA5701,3.1443,0.0556,0,0,225731476,001225731476,001225566682,225566682,KPN1035,,
KPN1280,0,Y,-0.4653,0.2514,0.9126,7.5522,1.7348,판매,0,Y,27.2289,16.7274,1.2587,0.0994,0.9567,1.9114,보증,0,227881243,002310463615,0.3606,0.5444,-0.2685,0.4289,0,KPN1280,20150221,0,0,참여,0.2066,0,-1.3781,0,2.5211,HA5701,-0.3195,0.1102,0,0,225595816,001225595816,001226584571,226584571,KPN1051,,
KPN1281,0,Y,-0.1311,0.7931,1.8971,11.4647,1.6821,미판매,0,N,48.6167,45.124,2.0586,0.4023,1.7094,1.8565,보증,0,227881264,002310463826,2.0366,0.9821,0.1613,0.8051,0,KPN1281,20150321,0,0,참여,1.7139,0,1.8361,0,5.279,HA5701,0.7722,1.6565,0,0,225595816,001225595816,001226584254,226584254,KPN1051,,
KPN1282,0,N,1.5586,2.0634,2.3646,13.2874,0.2318,미판매,0,N,58.7711,40.2762,2.4312,4.6182,-0.6286,0.3429,후보,0,227903089,002095860298,1.7505,-0.3777,0.9936,0.6818,0,KPN1282,20150317,0,0,미참여,1.9861,0,4.5639,0,3.2378,HA5702,4.8991,1.6953,0,0,223790178,001223790178,001225765079,225765079,KPN828,,
KPN1283,0,Y,-0.5807,-0.2268,2.6848,12.3248,1.6239,판매,0,Y,65.7287,41.4436,2.2344,-0.1573,-0.0359,1.7957,보증,0,227641621,002095860046,1.8194,-0.0329,0.0136,0.2982,0,KPN1283,20150212,0,0,참여,1.751,0,0.5972,0,1.8083,HA5701,0.2417,1.0309,0,0,225587809,001225587809,001226400226,226400226,KPN1029,,
KPN1284,0,Y,-0.2641,-0.2583,1.0022,7.05,0.7064,판매,0,Y,29.1749,25.2723,1.1561,2.0239,-0.8725,0.8381,보증,0,227641630,002095860134,0.8649,-0.5196,-0.3647,0.7703,0,KPN1284,20150223,0,0,참여,0.627,0,1.8274,0,1.8088,HA5701,2.2062,0.0672,0,0,224671573,001224671573,001225212164,225212164,KPN919,,
KPN1285,0,N,2.014,1.7629,2.5684,10.1503,0.6947,미판매,0,N,63.198,53.46,1.7899,2.2983,0.631,0.8259,후보,0,227700601,002310914800,2.5286,0.3549,0.6711,1.2381,0,KPN1285,20150307,0,0,미참여,1.3848,0,6.1999,0,2.6507,HA5702,3.578,-0.0009,0,0,224194063,001224194063,001224535397,224535397,KPN872,,
KPN1286,0,N,0.7769,0.9841,1.277,9.4886,2.032,미판매,0,N,35.145,20.1883,1.6546,1.276,-2.5781,2.2217,후보,0,227679435,002311269622,0.5649,-1.5116,0.0841,0.839,0,KPN1286,20150323,0,0,미참여,1.3879,0,1.0989,0,5.7851,HA5702,1.4171,1.1121,0,0,223790315,001223790315,001226002809,226002809,KPN829,,
KPN1287,0,N,0.7446,0.1766,1.1322,6.6217,0.7964,미판매,0,N,31.9985,18.0811,1.0685,3.4408,-1.5606,0.9321,후보,0,227731461,002094020028,0.4405,-0.9198,-0.4916,1.0595,0,KPN1287,20150330,0,0,미참여,1.798,0,1.8671,0,0.7072,HA5702,2.7796,0.3765,0,0,224671573,001224671573,001225122686,225122686,KPN919,,
KPN1288,0,Y,2.6542,2.5953,2.0741,8.5385,0.0908,판매,0,Y,52.4608,38.4914,1.4604,0.7762,-0.4776,0.1957,보증,0,227409523,002093744434,1.6451,-0.2899,0.5898,0.7298,0,KPN1288,20140901,0,0,참여,0.6544,0,4.9532,0,2.2924,HA5701,1.0155,0.3016,0,0,224194063,001224194063,001224749038,224749038,KPN872,,
KPN1289,0,N,-0.0675,-1.0369,0.5202,7.152,-0.2454,미판매,0,N,18.7048,28.4122,1.1769,0.9209,-2.6495,-0.1552,후보,0,227693773,002096055941,1.0502,-1.5531,-0.5606,0.0513,0,KPN1289,20150309,0,0,미참여,-0.4601,0,2.6559,0,-1.7905,HA5702,0.9751,-1.2114,0,0,224671573,001224671573,001224528192,224528192,KPN919,,
KPN1290,0,N,-0.7137,-0.4895,-0.7064,0.4953,0.5521,미판매,0,N,-7.9422,-0.8522,-0.1839,-2.0145,-1.8168,0.6771,후보,0,227722513,002310598702,-0.677,-1.0688,-0.1613,-0.8488,0,KPN1290,20150316,0,0,미참여,-2.9538,0,-1.9821,0,-2.1138,HA5702,-1.1709,-0.4429,0,0,224023707,001224023707,001225883703,225883703,KPN841,,
KPN1291,0,Y,-0.5418,-0.3003,-0.5001,1.0549,0.2481,미판매,0,N,-3.4594,12.2024,-0.0695,1.6481,-1.481,0.3599,보증,0,227909704,002072557410,0.0935,-0.8735,-0.2245,-0.4342,0,KPN1291,20150405,0,0,참여,-0.8042,0,-1.0655,0,-2.0854,HA5701,1.0637,-0.0412,0,0,224047710,001224047710,001226750011,226750011,KPN887,,
KPN1292,0,Y,-1.1186,-0.7608,1.0439,6.4183,1.4506,판매,0,Y,30.0809,26.4984,1.0269,-1.3662,0.3852,1.6149,보증,0,228015418,002101453261,0.9373,0.212,-0.4026,-0.3817,0,KPN1292,20150809,0,0,참여,-1.3513,0,-2.538,0,-2.5167,HA5701,-1.7901,-0.3671,0,0,224935193,001224935193,001226180526,226180526,KPN958,,
KPN1293,0,N,0.433,0.0119,1.3092,8.9648,-0.795,미판매,0,N,35.8446,30.144,1.5475,1.5233,0.2486,-0.7288,후보,0,228036973,002101156393,1.1525,0.1325,0.0825,0.9558,0,KPN1293,20150809,0,0,미참여,2.0394,0,-0.2244,0,3.045,HA5702,1.3156,0.8044,0,0,224574558,001224574558,001225894005,225894005,KPN926,,
KPN1294,0,Y,-1.899,-0.4113,-0.303,7.5121,0.2988,판매,0,Y,0.8227,18.0778,1.2505,-1.7714,-0.6784,0.4128,보증,0,228102649,002100248021,0.4403,-0.4066,-0.1329,-0.7567,0,KPN1294,20150811,0,0,참여,-1.2556,0,-1.3327,0,-4.6818,HA5701,-1.5688,-1.3028,0,0,224248147,001224248147,001225964634,225964634,KPN911,,
KPN1295,0,Y,0.3407,0.7221,0.9786,6.6883,1.1318,미판매,0,N,28.6634,22.9297,1.0821,3.08,1.0622,1.2821,보증,0,227996134,002101347633,0.7267,0.6057,1.1179,-0.1678,0,KPN1295,20150815,0,0,참여,0.9535,0,3.0761,0,-0.3584,HA5701,2.328,-0.3486,0,0,225966656,001225966656,001225591399,225591399,KPN1064,,
KPN1296,0,N,2.0228,3.0467,3.9291,16.9236,0.7804,미판매,0,N,92.7588,78.4522,3.1745,3.8816,-0.162,0.9153,후보,0,228147196,002101787823,4.0037,-0.1063,1.6975,1.2154,0,KPN1296,20150815,0,0,미참여,4.4057,0,7.5152,0,5.9447,HA5702,4.1449,2.3468,0,0,224935161,001224935161,001225597399,225597399,KPN950,,
KPN1297,0,Y,1.5135,1.5171,2.7444,11.6872,0.1604,판매,0,Y,67.0217,51.7927,2.104,1.5439,-0.0849,0.2683,보증,0,228036975,002101156623,2.4302,-0.0615,1.0468,0.1577,0,KPN1297,20150817,0,0,참여,1.6753,0,3.8584,0,6.2693,HA5701,1.5566,1.4819,0,0,225966791,001225966791,001226155419,226155419,KPN1061,,
KPN1298,0,Y,0.0583,0.4186,0.3753,1.8909,0.9054,판매,0,Y,15.5566,18.0956,0.1014,0.4831,-0.9981,1.0459,보증,0,228092965,002100774739,0.4413,-0.5926,-0.0695,-0.4168,0,KPN1298,20150818,0,0,참여,0.0525,0,-0.1299,0,-3.448,HA5701,-0.0393,-0.1549,0,0,224935193,001224935193,001225566663,225566663,KPN958,,
KPN1299,0,N,0.8033,0.8901,1.3101,1.3736,0.3408,미판매,0,N,35.8644,24.6614,-0.0044,1.6416,1.8982,0.4566,보증,0,228020513,002103224042,0.8289,1.092,0.7601,0.3063,0,KPN1299,20150821,0,0,미참여,2.7576,0,3.7845,0,0.7343,HA5701,1.0321,0.703,0,0,225966656,001225966656,001225731825,225731825,KPN1064,,
KPN1300,0,N,0.7475,0.3114,1.945,7.5508,-0.4352,미판매,0,N,49.6565,46.3211,1.2584,2.5165,1.9479,-0.3533,후보,0,228203340,002100325419,2.1073,1.1209,0.4324,0.3416,0,KPN1300,20150823,0,0,미참여,0.4226,0,1.7907,0,3.468,HA5702,3.4391,0.2387,0,0,225069657,001225069657,001224023620,224023620,KPN986,,
KPN1301,0,N,0.4042,1.2218,1.597,6.0641,-0.6222,미판매,0,N,42.0958,39.422,0.9545,4.2339,-1.7361,-0.5484,후보,0,228157813,002103739314,1.7001,-1.0219,0.0945,1.5504,0,KPN1301,20150824,0,0,미참여,0.1017,0,2.834,0,2.2836,HA5702,3.3445,0.4976,0,0,226100280,001226100280,001226819526,226819526,KPN1081,,
KPN1302,0,Y,0.9662,1.3602,2.2878,13.6371,0.2447,판매,0,Y,57.1037,45.7305,2.5026,0.4512,-2.2383,0.3563,보증,0,227978343,002103844168,2.0724,-1.314,0.8943,-0.3746,0,KPN1302,20150824,0,0,참여,0.2565,0,4.319,0,-1.1944,HA5701,0.7538,1.211,0,0,224935161,001224935161,001223784461,223784461,KPN950,,
KPN1303,0,N,0.5242,1.3144,0.968,2.2199,-0.3827,미판매,0,N,28.4333,31.8547,0.1687,-0.8538,-0.5872,-0.2984,후보,0,227978342,002103844150,1.2534,-0.3536,0.0002,-0.424,0,KPN1303,20150824,0,0,미참여,0.5071,0,1.3765,0,-1.9912,HA5702,-0.7952,-0.1861,0,0,224194063,001224194063,001226222844,226222844,KPN872,,
KPN1304,0,N,2.1515,1.495,2.3263,9.9063,0.4426,미판매,0,N,57.94,51.1929,1.74,0.0509,0.0101,0.5629,후보,0,228054576,002095960470,2.3948,-0.0062,0.34,0.0847,0,KPN1304,20150825,0,0,미참여,3.9369,0,4.3052,0,2.9327,HA5702,0.7003,1.6069,0,0,224935161,001224935161,001225116921,225116921,KPN950,,
KPN1305,0,N,0.5973,2.1801,3.5416,16.7154,2.206,미판매,0,N,84.3401,65.3769,3.1319,2.8337,-3.5989,2.4032,후보,0,228191390,002099560965,3.232,-2.1053,0.8898,0.5338,0,KPN1305,20150825,0,0,미참여,2.2501,0,2.762,0,6.2758,HA5702,2.9824,1.7601,0,0,224935161,001224935161,001225591960,225591960,KPN950,,
KPN1306,0,N,0.9452,0.9323,1.1331,1.3421,-0.5376,미판매,0,N,32.0184,34.0511,-0.0108,1.6794,-0.4631,-0.4602,후보,0,228203376,002100326075,1.3831,-0.2814,0.0931,0.3936,0,KPN1306,20150829,0,0,미참여,1.7985,0,2.5579,0,0.0241,HA5702,1.9718,0.448,0,0,223521675,001223521675,001225234333,225234333,KPN802,,
KPN1307,0,Y,0.3762,0.5707,1.1364,1.6348,1.3678,미판매,0,N,32.0915,30.0885,0.0491,2.0665,1.3102,1.5285,보증,0,228092983,002100774917,1.1492,0.75,-0.0785,0.1146,0,KPN1307,20150829,0,0,참여,1.4281,0,0.6654,0,1.7967,HA5701,0.8753,0.3179,0,0,224935193,001224935193,001225566626,225566626,KPN958,,
KPN1308,0,N,-0.1182,-0.6952,-0.1502,3.8931,-0.7666,미판매,0,N,4.1414,20.5334,0.5107,1.2606,-2.1897,-0.6991,후보,0,228203390,002100326317,0.5852,-1.2857,-0.1026,-0.03,0,KPN1308,20150901,0,0,미참여,-0.5648,0,-0.736,0,-2.2902,HA5702,1.2005,-0.596,0,0,224968817,001224968817,001225004833,225004833,KPN983,,
KPN1309,0,N,0.7599,1.5129,1.6916,7.0155,0.6485,미판매,0,N,44.1519,38.2286,1.149,3.6919,1.2507,0.7777,후보,0,228056776,002104018992,1.6296,0.7154,0.5197,1.2985,0,KPN1309,20150901,0,0,미참여,2.2598,0,1.461,0,5.1874,HA5702,2.838,1.7965,0,0,226100280,001226100280,001225067328,225067328,KPN1081,,
KPN1310,0,N,-0.3086,0.0197,1.0946,-0.2063,0.4084,미판매,0,N,31.1826,38.0677,-0.3273,2.2341,-0.6731,0.5271,후보,0,228203395,002100326464,1.6201,-0.4036,-0.0243,0.4558,0,KPN1310,20150902,0,0,미참여,0.55,0,4.014,0,0.2886,HA5702,2.4036,-0.4159,0,0,225414186,001225414186,001224459562,224459562,KPN1016,,
KPN1311,0,Y,1.1812,1.7192,1.7486,9.0935,0.1214,판매,0,Y,45.39,37.8169,1.5738,4.1073,-0.7281,0.2276,보증,0,228061056,002102001904,1.6053,-0.4356,0.5224,1.8918,0,KPN1311,20150902,0,0,참여,2.4784,0,3.743,0,4.3383,HA5701,3.8739,0.9886,0,0,226100280,001226100280,001225009067,225009067,KPN1081,,
KPN1312,0,N,0.2253,0.2432,0.3334,0.2161,-0.0357,미판매,0,N,14.6466,17.6438,-0.241,0.3787,-0.4049,0.0636,후보,0,228203403,002100326608,0.4147,-0.2476,0.1881,0.1405,0,KPN1312,20150904,0,0,미참여,0.2652,0,0.0731,0,-0.2342,HA5702,0.2491,-0.037,0,0,223521675,001223521675,001225764963,225764963,KPN802,,
